Orgs,Months,Region,Years,Cost
Other,Thriller,North  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Comedy  ,North  ,2010,1
Paramount Pictures ,Comedy  ,South  ,2010,1
Other,Adventure,South  ,2010,1
20th Fox,Adventure,South  ,2010,1
Other,Drama  ,East  ,2010,1
Other,Documentary  ,East  ,2010,1
Walt Disney Studios ,Animation  ,North  ,2010,1
Other,Documentary  ,North  ,2010,1
Other,Drama  ,South  ,2010,1
Warner Bros. Pictures ,Adventure,South  ,2010,1
Other,Adventure,East  ,2010,1
Sony Pictures ,Drama  ,North  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Adventure,South  ,2010,1
Sony Pictures ,Musical - Music,South  ,2010,1
20th Fox,Drama  ,South  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Romance,North  ,2010,1
Other,Documentary  ,North  ,2010,1
Other,Drama  ,East  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Thriller,North  ,2010,1
Other,Adventure,South  ,2010,1
Other,Thriller,East  ,2010,1
Other,Thriller,North  ,2010,1
Other,Comedy  ,North  ,2010,1
Other,Thriller,North  ,2010,1
Other,Adventure,North  ,2010,1
Sony Pictures ,Adventure,South  ,2010,1
20th Fox,Adventure,South  ,2010,1
Other,Adventure,East  ,2010,1
Other,Documentary  ,East  ,2010,1
Paramount Pictures ,Historical,East  ,2010,1
Other,Romance,North  ,2010,1
Walt Disney Studios ,Drama  ,North  ,2010,1
Sony Pictures ,Comedy  ,South  ,2010,1
Warner Bros. Pictures ,Animation  ,South  ,2010,1
Walt Disney Studios ,Adventure,South  ,2010,1
Other,Drama  ,East  ,2010,1
Other,Drama  ,North  ,2010,1
Other,Thriller,North  ,2010,1
Universal Pictures ,Comedy  ,South  ,2010,1
Paramount Pictures ,Drama  ,South  ,2010,1
Sony Pictures ,Drama  ,East  ,2010,1
Other,Adventure,North  ,2010,1
Other,Drama  ,North  ,2010,1
20th Fox,Adventure,South  ,2010,1
Sony Pictures ,Animation  ,North  ,2010,1
Other,Romance,East  ,2010,1
Sony Pictures ,Drama  ,North  ,2010,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Adventure,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Universal Pictures ,Romance,South  ,2011,1
Sony Pictures ,Adventure,South  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Adventure,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,South  ,2011,1
Paramount Pictures ,Comedy  ,South  ,2011,1
Other,Romance,East  ,2011,1
Other,Drama  ,North  ,2011,1
Warner Bros. Pictures ,Thriller,South  ,2011,1
Other,Adventure,South  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,South  ,2011,1
Sony Pictures ,Romance,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Romance,East  ,2011,1
Sony Pictures ,Romance,South  ,2011,1
Walt Disney Studios ,Comedy  ,South  ,2011,1
Other,Drama  ,South  ,2011,1
Paramount Pictures ,Documentary  ,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Warner Bros. Pictures ,Thriller,South  ,2011,1
Walt Disney Studios ,Adventure,South  ,2011,1
20th Fox,Comedy  ,South  ,2011,1
Other,Thriller,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Walt Disney Studios ,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Warner Bros. Pictures ,Comedy  ,South  ,2011,1
Other,Thriller,South  ,2011,1
Other,Drama  ,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,East  ,2011,1
Other,Drama  ,South  ,2011,1
Paramount Pictures ,Adventure,South  ,2011,1
Other,Adventure,South  ,2011,1
Universal Pictures ,Romance,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Horror,East  ,2011,1
Walt Disney Studios ,Adventure,South  ,2011,1
Warner Bros. Pictures ,Horror,South  ,2011,1
Sony Pictures ,Adventure,South  ,2011,1
Other,Drama  ,East  ,2011,1
Universal Pictures ,Romance,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Romance,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,South  ,2011,1
Other,Drama  ,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Walt Disney Studios ,Drama  ,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Warner Bros. Pictures ,Adventure,South  ,2011,1
20th Fox,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Thriller,South  ,2011,1
Universal Pictures ,Family,South  ,2011,1
Other,Thriller,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Warner Bros. Pictures ,Romance,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Universal Pictures ,Drama  ,South  ,2011,1
Sony Pictures ,Romance,South  ,2011,1
Other,Historical,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Adventure,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Warner Bros. Pictures ,Documentary  ,North  ,2011,1
Other,Romance,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
20th Fox,Family,South  ,2011,1
Other,Historical,South  ,2011,1
Other,Thriller,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,South  ,2011,1
20th Fox,Drama  ,South  ,2011,1
Walt Disney Studios ,Documentary  ,South  ,2011,1
Other,Adventure,East  ,2011,1
Other,Romance,East  ,2011,1
20th Fox,Thriller,North  ,2011,1
Other,Foreign,North  ,2011,1
Other,Drama  ,North  ,2011,1
Sony Pictures ,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Drama  ,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Adventure,South  ,2011,1
Universal Pictures ,Adventure,South  ,2011,1
Walt Disney Studios ,Romance,South  ,2011,1
Other,Horror,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Adventure,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Horror,North  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Paramount Pictures ,Adventure,South  ,2011,1
Warner Bros. Pictures ,Romance,South  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Horror,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Sony Pictures ,Thriller,South  ,2011,1
Other,Foreign,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Thriller,East  ,2011,1
Other,Drama  ,East  ,2011,1
Walt Disney Studios ,Drama  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Horror,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Walt Disney Studios ,Adventure,South  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Romance,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Other,Romance,North  ,2011,1
Paramount Pictures ,Family,South  ,2011,1
Warner Bros. Pictures ,Comedy  ,South  ,2011,1
Other,Romance,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Horror,North  ,2011,1
20th Fox,Adventure,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Universal Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Animation  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Paramount Pictures ,Thriller,South  ,2011,1
Other,Comedy  ,South  ,2011,1
Other,Romance,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Foreign,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Foreign,North  ,2011,1
Warner Bros. Pictures ,Adventure,South  ,2011,1
20th Fox,Family,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Horror,North  ,2011,1
Other,Romance,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Walt Disney Studios ,Family,South  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Paramount Pictures ,Adventure,South  ,2011,1
20th Fox,Comedy  ,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Thriller,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Foreign,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Warner Bros. Pictures ,Thriller,South  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,East  ,2011,1
Sony Pictures ,Documentary  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Horror,North  ,2011,1
Warner Bros. Pictures ,Adventure,South  ,2011,1
Walt Disney Studios ,Animation  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Comedy  ,East  ,2011,1
Sony Pictures ,Comedy  ,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Paramount Pictures ,Adventure,South  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Walt Disney Studios ,Documentary  ,North  ,2011,1
Universal Pictures ,Adventure,South  ,2011,1
Sony Pictures ,Animation  ,South  ,2011,1
Warner Bros. Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Sony Pictures ,Adventure,East  ,2011,1
Other,Thriller,East  ,2011,1
Other,Thriller,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Sony Pictures ,Comedy  ,North  ,2011,1
Other,Thriller,North  ,2011,1
20th Fox,Adventure,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Musical - Music,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Walt Disney Studios ,Drama  ,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Warner Bros. Pictures ,Horror,South  ,2011,1
20th Fox,Musical - Music,South  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Horror,North  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Other,Adventure,South  ,2011,1
Walt Disney Studios ,Horror,South  ,2011,1
Other,Adventure,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Adventure,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Romance,North  ,2011,1
Sony Pictures ,Adventure,South  ,2011,1
Other,Comedy  ,South  ,2011,1
Other,Horror,South  ,2011,1
Other,Thriller,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Horror,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Universal Pictures ,Thriller,South  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Historical,North  ,2011,1
Other,Adventure,South  ,2011,1
Other,Thriller,South  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Horror,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Adventure,South  ,2011,1
Warner Bros. Pictures ,Adventure,South  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Other,Thriller,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Romance,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Historical,North  ,2011,1
Other,Comedy  ,South  ,2011,1
Other,Adventure,South  ,2011,1
Sony Pictures ,Drama  ,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Historical,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Drama  ,East  ,2011,1
Sony Pictures ,Historical,South  ,2011,1
Warner Bros. Pictures ,Documentary  ,South  ,2011,1
Other,Drama  ,South  ,2011,1
Other,Adventure,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Historical,East  ,2011,1
Other,Adventure,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
20th Fox,Romance,South  ,2011,1
Sony Pictures ,Family,South  ,2011,1
Other,Comedy  ,South  ,2011,1
Universal Pictures ,Thriller,South  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Romance,East  ,2011,1
Other,Adventure,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Horror,North  ,2011,1
Walt Disney Studios ,Documentary  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Walt Disney Studios ,Adventure,South  ,2011,1
Sony Pictures ,Drama  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Horror,North  ,2011,1
Walt Disney Studios ,Documentary  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Paramount Pictures ,Romance,South  ,2011,1
Universal Pictures ,Adventure,South  ,2011,1
20th Fox,Comedy  ,South  ,2011,1
Other,Romance,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Romance,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Horror,North  ,2011,1
Other,Comedy  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Adventure,South  ,2011,1
Other,Drama  ,South  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Paramount Pictures ,Horror,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,East  ,2011,1
Paramount Pictures ,Animation  ,South  ,2011,1
Other,Drama  ,South  ,2011,1
20th Fox,Adventure,South  ,2011,1
Other,Historical,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Paramount Pictures ,Drama  ,North  ,2011,1
Other,Musical - Music,North  ,2011,1
Other,Drama  ,North  ,2011,1
Universal Pictures ,Comedy  ,South  ,2011,1
Warner Bros. Pictures ,Romance,South  ,2011,1
Other,Romance,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Warner Bros. Pictures ,Thriller,North  ,2011,1
Other,Drama  ,South  ,2011,1
Sony Pictures ,Comedy  ,South  ,2011,1
Other,Thriller,East  ,2011,1
Other,Thriller,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Historical,North  ,2011,1
Other,Adventure,North  ,2011,1
Other,Historical,North  ,2011,1
Other,Family,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Family,East  ,2011,1
Warner Bros. Pictures ,Animation  ,South  ,2011,1
Other,Adventure,South  ,2011,1
Other,Documentary  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Walt Disney Studios ,Family,South  ,2011,1
Paramount Pictures ,Family,South  ,2011,1
Sony Pictures ,Family,South  ,2011,1
Other,Thriller,East  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Romance,North  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Warner Bros. Pictures ,Romance,South  ,2011,1
20th Fox,Romance,South  ,2011,1
Other,Romance,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Universal Pictures ,Adventure,East  ,2011,1
Other,Drama  ,East  ,2011,1
Paramount Pictures ,Comedy  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Comedy  ,North  ,2011,1
Other,Documentary  ,East  ,2011,1
Warner Bros. Pictures ,Adventure,South  ,2011,1
20th Fox,Family,South  ,2011,1
Sony Pictures ,Drama  ,East  ,2011,1
Other,Drama  ,East  ,2011,1
Paramount Pictures ,Adventure,North  ,2011,1
Other,Documentary  ,North  ,2011,1
Sony Pictures ,Adventure,South  ,2011,1
Other,Drama  ,East  ,2011,1
20th Fox,Comedy  ,South  ,2011,1
Other,Drama  ,East  ,2011,1
Other,Documentary  ,North  ,2011,1
Other,Thriller,North  ,2011,1
Other,Thriller,South  ,2011,1
Walt Disney Studios ,Adventure,South  ,2011,1
Other,Drama  ,North  ,2011,1
Universal Pictures ,Drama  ,North  ,2011,1
Sony Pictures ,Drama  ,North  ,2011,1
Other,Drama  ,North  ,2011,1
Other,Historical,North  ,2011,1
Paramount Pictures ,Horror,South  ,2012,1
Other,Romance,North  ,2012,1
Other,Drama  ,North  ,2012,1
Other,Drama  ,North  ,2012,1
Other,Romance,East  ,2012,1
Warner Bros. Pictures ,Comedy  ,South  ,2012,1
Universal Pictures ,Adventure,South  ,2012,1
Walt Disney Studios ,Family,South  ,2012,1
Other,Romance,East  ,2012,1
Other,Documentary  ,East  ,2012,1
Other,Thriller,North  ,2012,1
Other,Adventure,North  ,2012,1
20th Fox,Historical,South  ,2012,1
Sony Pictures ,Thriller,South  ,2012,1
Other,Thriller,South  ,2012,1
Other,Historical,North  ,2012,1
20th Fox,Drama  ,North  ,2012,1
Other,Drama  ,North  ,2012,1
Other,Documentary  ,North  ,2012,1
Other,Comedy  ,South  ,2012,1
Other,Adventure,South  ,2012,1
Other,Thriller,South  ,2012,1
Other,Drama  ,East  ,2012,1
Other,Romance,North  ,2012,1
Other,Horror,North  ,2012,1
Universal Pictures ,Romance,South  ,2012,1
20th Fox,Romance,South  ,2012,1
Other,Horror,South  ,2012,1
Other,Documentary  ,East  ,2012,1
Other,Horror,East  ,2012,1
Other,Thriller,North  ,2012,1
Universal Pictures ,Thriller,South  ,2012,1
Warner Bros. Pictures ,Adventure,South  ,2012,1
Sony Pictures ,Romance,South  ,2012,1
20th Fox,Adventure,South  ,2012,1
Other,Adventure,East  ,2012,1
Other,Comedy  ,North  ,2012,1
Other,Drama  ,North  ,2012,1
Other,Drama  ,North  ,2012,1
Other,Drama  ,North  ,2012,1
Sony Pictures ,Adventure,South  ,2012,1
